,Age,Deck_1,Deck_2,Deck_3,Deck_4,Embarked_1,Embarked_2,Embarked_3,Family_Size_Grouped_1,Family_Size_Grouped_2,Family_Size_Grouped_3,Family_Size_Grouped_4,Fare,Is_Married,Pclass_1,Pclass_2,Pclass_3,Sex_1,Sex_2,Survival_Rate,Survival_Rate_NA,Survived,Ticket_Frequency,Title_1,Title_2,Title_3,Title_4
128,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3,0.0,0.0,1.0,0.0
129,8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
130,6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
131,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
132,8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2,0.0,0.0,1.0,0.0
133,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2,0.0,0.0,1.0,0.0
134,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
135,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
136,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8,0,1.0,0.0,0.0,1.0,0.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,1.0,0.0
137,7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10,0,1.0,0.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,2,0.0,0.0,0.0,1.0
138,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,2,0.0,0.0,0.0,1.0
139,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11,0,1.0,0.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,2,0.0,0.0,0.0,1.0
140,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3,0.0,0.0,1.0,0.0
141,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,1.0,0.0
142,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7,1,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,1.0,2,0.0,0.0,1.0,0.0
143,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
144,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
145,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10,0,0.0,1.0,0.0,0.0,1.0,0.44191919191919193,0.5,0.0,4,0.0,0.0,0.0,1.0
146,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,0,0.0,0.0,1.0,0.0,1.0,0.1919191919191919,0.5,1.0,1,0.0,0.0,0.0,1.0
147,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5,0.0,0.0,1.0,0.0
148,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,3,0.0,0.0,0.0,1.0
149,8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,1.0,0.0,0.0,0.0
150,9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,1.0,0.0,0.0,0.0
151,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11,1,1.0,0.0,0.0,1.0,0.0,0.3838383838383838,0.0,1.0,2,0.0,0.0,1.0,0.0
152,9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
153,8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3,0.0,0.0,0.0,1.0
154,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
155,9,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11,0,1.0,0.0,0.0,0.0,1.0,0.1919191919191919,0.5,0.0,2,0.0,0.0,0.0,1.0
156,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,1.0,0.0
157,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
158,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
159,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,11,0.0,1.0,0.0,0.0
160,8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2,0.0,0.0,0.0,1.0
161,7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7,1,0.0,1.0,0.0,1.0,0.0,0.6919191919191919,0.5,1.0,2,0.0,0.0,1.0,0.0
162,4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
163,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
164,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10,0,0.0,0.0,1.0,0.0,1.0,0.1919191919191919,0.5,0.0,7,0.0,1.0,0.0,0.0
165,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7,0,0.0,0.0,1.0,0.0,1.0,0.6919191919191919,0.5,1.0,3,0.0,1.0,0.0,0.0
166,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10,1,1.0,0.0,0.0,1.0,0.0,0.3838383838383838,0.0,1.0,2,0.0,0.0,1.0,0.0
167,8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9,1,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,0.0,6,0.0,0.0,1.0,0.0
168,8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8,0,1.0,0.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
169,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10,0,0.0,0.0,1.0,0.0,1.0,0.6919191919191919,0.5,0.0,8,0.0,0.0,0.0,1.0
170,9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
171,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6,0.0,1.0,0.0,0.0
172,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5,0,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,1.0,3,0.0,0.0,1.0,0.0
173,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
174,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
175,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,0.0,0.0,1.0,0.0,1.0,0.1919191919191919,0.5,0.0,1,0.0,0.0,0.0,1.0
176,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5,0.0,1.0,0.0,0.0
177,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,1.0,0.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,1.0,0.0
178,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
179,7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,4,0.0,0.0,0.0,1.0
180,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,11,0.0,0.0,1.0,0.0
181,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
182,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,7,0.0,1.0,0.0,0.0
183,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4,0.0,1.0,0.0,0.0
184,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3,0.0,0.0,1.0,0.0
185,8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10,0,1.0,0.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
186,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6,1,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,1.0,2,0.0,0.0,1.0,0.0
187,8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8,0,1.0,0.0,0.0,0.0,1.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,0.0,1.0
188,7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,2,0.0,0.0,0.0,1.0
189,7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
190,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,1,0.0,1.0,0.0,1.0,0.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,1.0,0.0
191,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
192,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,0,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,1.0,0.0
193,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,1.0,3,0.0,1.0,0.0,0.0
194,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9,1,1.0,0.0,0.0,1.0,0.0,0.6919191919191919,0.5,1.0,1,0.0,0.0,1.0,0.0
195,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12,0,1.0,0.0,0.0,1.0,0.0,0.6919191919191919,0.5,1.0,3,0.0,0.0,1.0,0.0
196,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
197,8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
198,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,1.0,0.0
199,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,0,0.0,1.0,0.0,1.0,0.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,1.0,0.0
200,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
201,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,11,0.0,0.0,0.0,1.0
202,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
203,8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
204,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,0.0,1.0
205,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4,0,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,0.0,2,0.0,0.0,1.0,0.0
206,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,2,0.0,0.0,0.0,1.0
207,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,1.0,2,0.0,0.0,0.0,1.0
208,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,1.0,0.0
209,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9,0,1.0,0.0,0.0,0.0,1.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,0.0,1.0
210,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
211,7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7,0,0.0,1.0,0.0,1.0,0.0,0.6919191919191919,0.5,1.0,2,0.0,0.0,1.0,0.0
212,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
213,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
214,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0.0,0.0,1.0,0.0,1.0,0.1919191919191919,0.5,0.0,1,0.0,0.0,0.0,1.0
215,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12,0,1.0,0.0,0.0,1.0,0.0,0.3838383838383838,0.0,1.0,3,0.0,0.0,1.0,0.0
216,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,0,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,1.0,0.0
217,8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,2,0.0,0.0,0.0,1.0
218,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11,0,1.0,0.0,0.0,1.0,0.0,0.6919191919191919,0.5,1.0,2,0.0,0.0,1.0,0.0
219,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
220,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,0.0,1.0
221,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
222,9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
223,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
224,7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12,0,1.0,0.0,0.0,0.0,1.0,0.3838383838383838,0.0,1.0,2,0.0,0.0,0.0,1.0
225,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
226,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,1.0,1,0.0,0.0,0.0,1.0
227,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
228,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
229,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5,0.0,0.0,1.0,0.0
230,7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11,1,1.0,0.0,0.0,1.0,0.0,0.3838383838383838,0.0,1.0,2,0.0,0.0,1.0,0.0
231,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
232,9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
233,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,7,0.0,0.0,1.0,0.0
234,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
235,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,1.0,0.0
236,8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2,0.0,0.0,0.0,1.0
237,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8,0,0.0,1.0,0.0,1.0,0.0,0.3838383838383838,0.0,1.0,3,0.0,0.0,1.0,0.0
238,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
239,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
240,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6,0,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,0.0,2,0.0,0.0,1.0,0.0
241,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6,0,0.0,0.0,1.0,1.0,0.0,0.6919191919191919,0.5,1.0,2,0.0,0.0,1.0,0.0
242,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
243,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
244,6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
245,8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12,0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,3,1.0,0.0,0.0,0.0
246,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,0,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,1.0,0.0
247,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6,1,0.0,1.0,0.0,1.0,0.0,0.3838383838383838,0.0,1.0,2,0.0,0.0,1.0,0.0
248,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10,0,1.0,0.0,0.0,0.0,1.0,0.3838383838383838,0.0,1.0,2,0.0,0.0,0.0,1.0
249,9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8,0,0.0,1.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,2,1.0,0.0,0.0,0.0
250,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
251,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4,1,0.0,0.0,1.0,1.0,0.0,0.3838383838383838,0.0,0.0,2,0.0,0.0,1.0,0.0
252,9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8,0,1.0,0.0,0.0,0.0,1.0,0.3838383838383838,0.0,0.0,1,0.0,0.0,0.0,1.0
253,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7,0,0.0,0.0,1.0,0.0,1.0,0.3838383838383838,0.0,0.0,2,0.0,0.0,0.0,1.0
254,8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3,0.0,0.0,1.0,0.0
255,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3,0.0,0.0,1.0,0.0
256,7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11,1,1.0,0.0,0.0,1.0,0.0,0.6919191919191919,0.5,1.0,2,0.0,0.0,1.0,0.0
